36 anf=bcd+abe+bde+abf+abg+deg+fg+afg
36 anf=+a+ab+bc+d+bcd+e+be+abe+de+bde+af+abf+g+ag+abg+dg+abcdg+eg+deg+abdeg+fg+afg+abdfg
36 anf=ab+bd+bcd+abe+bde+abf+abdef+abg+abcdg+eg+deg+abdeg+fg+afg+abdfg+bdefg
36 anf=abc+d+ad+bd+cd+acd+bcd+de+ade+bde+bcde+abcde+bf+abf+abcf+bdf+abcef+cdef+acdef+bcg+cdg+abcdg+beg+abceg+cdeg+acdeg+bcdeg+fg+acfg+abcfg+cdfg+acdfg+bcdfg+aefg+bcefg+cdefg
36 anf=c+ac+bc+bd+cd+acd+e+ae+be+abe+ade+bcde+abcf+bdf+abdef+cdef+bcdef+cg+acg+bcg+abcdg+eg+beg+cdeg+fg+acfg+abcfg+cdfg+acdfg+aefg+bcefg+bdefg
36 anf=ab+ad+cd+e+ae+be+ce+ace+de+bde+bcde+abf+bcf+abcf+adf+cdf+abcef+abdef+cdef+g+ag+bg+cg+bcg+dg+abcdg+beg+cdeg+bcdeg+fg+acfg+cdfg+acdfg+aefg+abefg+acefg+adefg+cdefg
36 anf=c+bc+ae+be+ce+ace+de+bde+bcde+abf+cf+bcf+abcf+adf+cdf+ef+abcef+cdef+acdef+cg+bcg+eg+beg+cdeg+fg+acfg+cdfg+aefg+bcefg+cdefg
36 anf=abc+d+ad+cd+acd+bcd+ae+abe+ace+bcde+abcf+df+adf+cdef+acdef+bcg+beg+cdeg+fg+acfg+cdfg+aefg+acefg+cdefg
36 anf=a+b+ac+cd+bcd+ae+be+ace+ade+bde+bcde+abcf+adf+bdf+cdef+acdef+bcdef+ag+bg+acg+beg+abceg+cdeg+acdeg+bcdeg+fg+acfg+abcfg+cdfg+aefg
36 anf=ac+ad+bd+bcd+ace+ade+bde+bcde+abcf+adf+bdf+abdef+cdef+acg+abcdg+eg+beg+cdeg+acdeg+bcdeg+fg+acfg+abcfg+cdfg+aefg+bcefg
36 anf=abc+bcd+ade+bde+bcde+abf+bcf+abcf+cdef+beg+cdeg+fg+acfg+cdfg+aefg
36 anf=c+ac+bc+abc+bcd+de+ade+bde+bcde+af+abf+cf+bcf+abcf+abcef+cdef+acdef+g+ag+abcdg+beg+cdeg+bcdeg+acfg+abcfg+cdfg+acdfg+aefg+abefg+acefg+bcefg+adefg+bdefg
36 anf=abe+bcde+abcf+cef+def+cdef+acg+bdg+cdeg+fg+acfg+cdfg+aefg
